frame_number,frame_index,timestamp_sec,timestamp_mmss,state_index,segment_index,segment_start_frame,segment_end_frame_exclusive,segment_length_frames,propagated_from_keyframe,visual_state_method,source,width,height,edge_pixels,edge_density,skeleton_pixels,skeleton_density,delaunay_points,delaunay_triangles,delaunay_edges,voronoi_vertices,voronoi_ridges,voronoi_enclosed_cells,image_enclosed_cells,graph_vertices,graph_edges_est,intersection_points,endpoints,veins,arteries,total_vein_length_px,total_artery_length_px,longest_vein_px,longest_artery_px,mean_vein_length_px,mean_artery_length_px,simulon_count,simulon_density,simulon_field_energy,simulon_entropy,simulon_cohesion,vein_to_artery_length_ratio,artery_to_vein_length_ratio,enclosure_total,vascular_total_length_px,artery_share_of_length,simulon_per_intersection,net_complexity_index,frame_fraction,time_bin_100
1460,1459,58.36,00:58.36,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19301494906733696,20
1461,1460,58.4,00:58.40,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1931472416986374,20
1462,1461,58.44,00:58.44,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19327953432993783,20
1463,1462,58.48,00:58.48,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19341182696123826,20
1464,1463,58.52,00:58.52,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1935441195925387,20
1465,1464,58.56,00:58.56,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19367641222383913,20
1466,1465,58.6,00:58.60,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19380870485513957,20
1467,1466,58.64,00:58.64,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19394099748644,20
1468,1467,58.68,00:58.68,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19407329011774044,20
1469,1468,58.72,00:58.72,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19420558274904087,20
1470,1469,58.76,00:58.76,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1943378753803413,20
1471,1470,58.8,00:58.80,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19447016801164174,20
1472,1471,58.84,00:58.84,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19460246064294218,20
1473,1472,58.88,00:58.88,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1947347532742426,20
1474,1473,58.92,00:58.92,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19486704590554307,20
1475,1474,58.96,00:58.96,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1949993385368435,20
1476,1475,59.0,00:59.00,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19513163116814394,20
1477,1476,59.04,00:59.04,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19526392379944438,20
1478,1477,59.08,00:59.08,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1953962164307448,20
1479,1478,59.12,00:59.12,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19552850906204525,20
1480,1479,59.16,00:59.16,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19566080169334568,20
1481,1480,59.2,00:59.20,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19579309432464612,20
1482,1481,59.24,00:59.24,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19592538695594655,20
1483,1482,59.28,00:59.28,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19605767958724699,20
1484,1483,59.32,00:59.32,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19618997221854742,20
1485,1484,59.36,00:59.36,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19632226484984786,20
1486,1485,59.4,00:59.40,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1964545574811483,20
1487,1486,59.44,00:59.44,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19658685011244872,20
1488,1487,59.48,00:59.48,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1967191427437492,20
1489,1488,59.52,00:59.52,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19685143537504962,20
1490,1489,59.56,00:59.56,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19698372800635006,20
1491,1490,59.6,00:59.60,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1971160206376505,20
1492,1491,59.64,00:59.64,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19724831326895093,20
1493,1492,59.68,00:59.68,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19738060590025136,20
1494,1493,59.72,00:59.72,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1975128985315518,20
1495,1494,59.76,00:59.76,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19764519116285223,20
1496,1495,59.8,00:59.80,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19777748379415266,20
1497,1496,59.84,00:59.84,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1979097764254531,20
1498,1497,59.88,00:59.88,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19804206905675353,20
1499,1498,59.92,00:59.92,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.19817436168805397,20
1500,1499,59.96,00:59.96,12,12,1375,1500,125,1375,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,213168,0.23130208333333332,165623,0.1797124565972222,1600,3175,4774,3174,4773,1481,780,49265,177963,34011,15254,1516,1011,38214.0,121344.0,163.0,5890.0,25.20712401055409,120.02373887240356,36272,0.039357638888888886,7735.0617830403635,0.9841597636629503,0.9958281184814352,0.3149228639240506,3.1753807505102842,2261,159558.0,0.760500883691197,1.0664784922525066,0.5404049817832925,0.1983066543193544,20
1501,1500,60.0,01:00.00,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19843894695065484,20
1502,1501,60.04,01:00.04,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19857123958195527,20
1503,1502,60.08,01:00.08,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19870353221325573,20
1504,1503,60.12,01:00.12,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19883582484455617,20
1505,1504,60.16,01:00.16,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.1989681174758566,20
1506,1505,60.2,01:00.20,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19910041010715704,20
1507,1506,60.24,01:00.24,13,13,1500,1625,125,1500,segment-keyframe-propagated,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,1280,720,186503,0.20236870659722223,138062,0.1498068576388889,1600,3172,4771,3171,4770,1497,314,40546,147652,27681,12865,1203,803,23459.0,109912.0,213.0,10450.0,19.500415627597672,136.87671232876713,29492,0.032000868055555555,5425.887949707031,0.97812148377816,0.9952023362536504,0.21343438387073296,4.685280702502238,1811,133371.0,0.8241071897189044,1.0654239369964957,0.5232117689617727,0.19923270273845747,20
